type,group,filename,format,duration,frame_count,frame_rate,file_size,width,height,rotation,codec
real,real-006,603476226d9dca65c325656b2c7f3454.avi,AVI,95542,2293.0,24.0,57255528,720,480,0.0,XVID
real,real-006,4e036676b3ef231e61f85890671fdad4.avi,AVI,269625,6471.0,24.0,164715300,720,480,0.0,XVID
real,real-006,bb80bffe90af5b69108d16962b68a5b9.avi,AVI,91042,2185.0,24.0,50005972,720,480,0.0,XVID
real,real-006,0de3563f9ff11846466a6ceb57c9e999.avi,AVI,22067,1324.0,60.0,10817876,720,480,0.0,DIVX
real,real-006,786fab241630fe988a6c01ca6639a0dd.avi,AVI,73850,4431.0,60.0,35521742,720,480,0.0,DIVX
real,real-006,68fbc49b1ebc7417d38dbb5b79bf4c34.avi,AVI,142625,3423.0,24.0,34835020,640,480,0.0,DIVX
real,real-006,ab69d985ffc5eef677b46c23bdef7f6a.avi,AVI,143958,3455.0,24.0,30779602,640,480,0.0,DIVX
real,real-006,f78d9c2ececa6065b76ff47a3c173ab1.mp4,MPEG-4,453167,13595.0,30.0,98015461,960,640,0.0,AVC
real,real-006,d13999b897172d3167d2f62dca99917d.avi,AVI,454975,27259.0,60.0,99228780,640,480,0.0,DIVX
real,real-006,2d480af28ae4043f28ec81251a9330f4.avi,AVI,30224,1783.0,60.0,27001734,640,480,0.0,DIVX
real,real-006,67b7df34720b30cb58afca64690ac4a2.avi,AVI,1333560,33339.0,25.0,650588656,960,640,0.0,DIVX
real,real-006,8f2b94da7b89a99d7c9e6f085a5bfe56.avi,AVI,328281,19694.0,60.0,108230944,640,480,0.0,DIVX
real,real-007,712bd0966cf1074ad789cd35d69ce198.MOV,MPEG-4,3605120,86579.0,24.0,1612864843,640,480,180.0,AVC
real,real-007,d0caeb8fbe728c8620b76d03e24fe15f.wmv,Windows Media,1794133,53824.0,30.0,555176209,640,480,0.0,WMV3
real,real-007,5a8a98b84605aa300cfc01107f1a5f9d.wmv,Windows Media,1811066,54332.0,30.0,649880311,640,480,0.0,WMV3
real,real-008,63f30c9e88395015f51ae494247cafb5.MOV,MPEG-4,73308,1100.0,15.0,33403648,640,480,90.0,AVC
real,real-008,b95085e08c3d6d498e9700f0e8d3e8bb.MOV,MPEG-4,164755,2984.0,18.112000000000002,74323845,640,480,90.0,AVC
real,real-008,fb2a9df864e27c5233bf57940526b3b1.MOV,MPEG-4,177610,2674.0,15.058,80624587,640,480,90.0,AVC
real,real-008,f6118f0de6ba84c9973965bf4e92bc99.MOV,MPEG-4,158510,2379.0,15.0,71356097,640,480,90.0,AVC
real,real-008,e4bb9eeeaebec6ed6374c07239ec679f.MOV,MPEG-4,209645,3175.0,15.142999999999999,94604168,640,480,90.0,AVC
real,real-008,7851e5bda672197c30369d0353d52293.MOV,MPEG-4,435682,6666.0,15.3,197051600,640,480,90.0,AVC
real,real-008,a0da2ade6d1a5c11117df429c319f16f.mkv,Matroska,1219707,29273.0,24.0,1067218978,800,600,0.0,V_MPEG4/ISO/AVC
real,real-009,74cc24692dac38f0730b81df49c32980.mp4,MPEG-4,35285,1043.0,29.886,45585935,1280,720,0.0,AVC
real,real-009,2b4ad7817f0d43bb550e17354e93d24b.mp4,MPEG-4,53397,1584.0,29.886999999999997,69074695,1280,720,90.0,AVC
real,real-009,265cca3ba9795e52c2b1ba14aad679b7.3gp,MPEG-4,715523,21463.0,30.0,339158227,704,576,0.0,MPEG-4V
real,real-009,e9a218f0cbdfdaa82b2dd4c26389ff5f.mp4,MPEG-4,164245,4906.0,29.899,212929955,1280,720,90.0,AVC
real,real-009,7fa627007e793c2e280a11d4a47e4081.mp4,MPEG-4,52331,1552.0,29.892,67673532,1280,720,0.0,AVC
real,real-009,d57ae28044fb7382e755a872e5d07a96.mp4,MPEG-4,92629,2758.0,29.897,119945732,1280,720,0.0,AVC
real,real-009,9b8ec73aba3149887e02eb3734f9ef8c.mp4,MPEG-4,43136,1278.0,29.894000000000002,55776918,1280,720,90.0,AVC
real,real-009,014391808aa7a2262179812617154191.mp4,MPEG-4,59520,1777.0,29.97,77395547,1280,720,0.0,AVC
real,real-009,1bbf406e11b5a5b604430a5bb1cbdb1f.mp4,MPEG-4,65015,1559.0,23.976,9814543,568,320,0.0,MPEG-4V
real,real-009,9c281878432e510bf09c613077e14a80.mp4,MPEG-4,38102,1140.0,29.921999999999997,49436028,1280,720,0.0,AVC
real,real-009,15e928c68de7b363b50372bf90783c6b.mp4,MPEG-4,64341,1917.0,29.896,83479786,1280,720,0.0,AVC
real,real-009,d41d158af9c6be5fe7ad3033f652813f.mp4,MPEG-4,34133,1013.0,29.881999999999998,44344449,1280,720,0.0,AVC
real,real-009,a45249cb4cbe586b70181c302c9f08b5.mp4,MPEG-4,37312,1105.0,29.89,48309418,1280,720,0.0,AVC
real,real-009,6c2dc0ae6f66e241d0a80320151b230e.mp4,MPEG-4,19029,561.0,29.859,24296752,1280,720,270.0,AVC
real,real-009,d1e3f3068d36c73c0cce6cd41b9cf8a7.mp4,MPEG-4,1159303,34737.0,29.97,742280456,1280,720,0.0,AVC
sim,sim-001,d16660876c58f5c3e1139934087bb4ef.mkv,Matroska,227007,5352.0,24.0,21787230,800,600,0.0,V_MPEG4/ISO/AVC
sim,sim-001,3cc1851f99c3e91eef079ec103215cb9.mkv,Matroska,227007,5352.0,24.0,21787357,800,600,0.0,V_MPEG4/ISO/AVC
sim,sim-001,397a41e215defbe76ba72119a51b4be3.mkv,Matroska,227007,5352.0,24.0,21467688,1066,600,0.0,V_MPEG4/ISO/AVC
sim,sim-001,55cdd7dae8c2694e5ece5f2c4d45870f.mkv,Matroska,227007,5352.0,24.0,20721851,800,600,0.0,V_MPEG4/ISO/AVC
sim,sim-001,9e45caccea1b82c117037c30f06f3f0c.mkv,Matroska,283712,,,24984525,800,600,0.0,V_MPEG4/ISO/AVC
sim,sim-001,f2e91787b4e2b52c0faae702f1aca39b.mkv,Matroska,227007,5352.0,24.0,21723454,600,800,0.0,V_MPEG4/ISO/AVC
sim,sim-002,e980b5f768c385170b38d754cf6a158a.mkv,Matroska,297008,6912.0,24.0,55860120,1440,1080,0.0,V_MPEG4/ISO/AVC
sim,sim-002,dba5f320f110ed7e599f33fe6802cba9.mkv,Matroska,297008,6912.0,24.0,36875628,720,1620,0.0,V_MPEG4/ISO/AVC
sim,sim-003,a6823451d209776b24cec43f22b752cc.wmv,Windows Media,371933,11158.0,30.0,20137507,640,480,0.0,MP43
sim,sim-003,ee13e876f4feb459aa24cdad93269873.wmv,Windows Media,372029,11161.0,30.0,26905892,640,480,0.0,MP43
sim,sim-003,7853fa815c9ab50b35e465d3b265bbc2.wmv,Windows Media,372029,11161.0,30.0,28691492,480,640,0.0,MP43
sim,sim-003,c8881b2a9d8ecbb250a576919ce0aeb0.wmv,Windows Media,464975,19529.0,42.0,34106450,640,480,0.0,MP43
sim,sim-004,51f293d89136902a88abe408fe951ff4.wmv,Windows Media,431148,12934.0,30.0,21920646,480,640,0.0,MP43
sim,sim-004,f13edc7de55e7a6fa5d36149ddb23f27.wmv,Windows Media,431148,12934.0,30.0,26138158,852,480,0.0,MP43
sim,sim-004,42aabead900dc42a44e3098255f0b5d7.wmv,Windows Media,431148,12934.0,30.0,21952646,640,480,0.0,MP43
sim,sim-004,5e93a2a74cf6c205269be5d36a546419.wmv,Windows Media,431148,12934.0,30.0,24304646,768,480,0.0,MP43
sim,sim-004,32df998512ef1adea74c6327feb3c093.wmv,Windows Media,431148,12934.0,30.0,30464646,640,480,0.0,MP43
sim,sim-005,3a6a23f45f42b4b330e85342ee7424a6.avi,AVI,375000,9000.0,24.0,80874084,1080,1440,0.0,FMP4
sim,sim-005,e77ff41e074cf66e06b3f949b40be694.avi,AVI,375168,9003.0,24.0,35007498,1080,1440,0.0,FMP4
sim,sim-005,c1b6d57081b883dcd54ea952b77640ea.avi,AVI,375168,9003.0,24.0,40598008,1080,1440,0.0,FMP4
sim,sim-006,99ce99263991a8262c309cf6d34c354c.MOV,MPEG-4,189064,4533.0,23.976,48676939,1024,360,0.0,AVC
sim,sim-006,791699e66b3ef8532df8e2300836fa37.MOV,MPEG-4,189064,4533.0,23.976,167212454,1280,720,0.0,AVC
sim,sim-006,9350f9325ca9367315aa2dfc9908c62e.MOV,MPEG-4,236372,3976.0,16.820999999999998,185212496,1280,720,0.0,AVC
sim,sim-006,6794b9ebc52da4efbeed3453a55e4988.MOV,MPEG-4,189064,4533.0,23.976,63435371,1024,360,0.0,AVC
sim,sim-006,f414674af0d508259ef9e31d18f4524f.MOV,MPEG-4,189064,4533.0,23.976,307760891,1280,720,0.0,AVC
sim,sim-007,5366b1cc4cf0c84ca5dd4bb024d6b51b.avi,AVI,259526,7778.0,29.97,41813572,1024,936,0.0,FMP4
sim,sim-007,edda0afca00c61f173cece36cc81e50b.avi,AVI,259526,7778.0,29.97,39331218,1280,720,0.0,FMP4
sim,sim-007,540efd02257b77fee9e350e907a7b5e1.avi,AVI,259526,7778.0,29.97,41500542,1280,720,0.0,FMP4
sim,sim-007,2f525cd0f655b8a9bda133f0ee75ad75.avi,AVI,259526,7778.0,29.97,41401136,720,1280,0.0,FMP4
sim,sim-007,a33df075ea4f7855ff42d8d0467780e4.avi,AVI,324401,12639.0,38.961,41589620,1280,720,0.0,FMP4
sim,sim-008,656a03cffc6cc1e43758d7a56815dd5d.mp4,MPEG-4,488713,12902.0,26.4,75766792,1280,720,0.0,AVC
sim,sim-008,e9bf5cd3466006bd2ff52ce5bc6669d3.mp4,MPEG-4,391024,9384.0,24.0,72621324,1280,720,0.0,AVC
sim,sim-008,9c841e1677f135d3d3ef495efff8264d.mp4,MPEG-4,391024,9384.0,24.0,72521474,1280,720,0.0,AVC
sim,sim-008,b07372f7188d00d8711177bedf190fa3.mp4,MPEG-4,391024,9384.0,24.0,52846409,1280,576,0.0,AVC
sim,sim-008,7c3163f1070faab54d46aadcff34e688.mp4,MPEG-4,391024,9384.0,24.0,71440791,720,1280,0.0,AVC
sim,sim-009,6d8dbef3b6fd407aae252cedd02c0ef8.avi,AVI,457042,10969.0,24.0,40514792,1280,720,0.0,FMP4
sim,sim-009,d47b19e513744ae1b16d318bad17a4ad.avi,AVI,457042,10969.0,24.0,40514792,1280,720,0.0,FMP4
sim,sim-009,afdda06cad8c4e27ff2b5f793694516b.avi,AVI,457042,10969.0,24.0,40275194,720,1280,0.0,FMP4
sim,sim-009,4f81d58ada08c5d2f1e809b065f9b4cb.avi,AVI,457000,10968.0,24.0,31190898,1280,720,0.0,FMP4
sim,sim-009,2bb0fe9da81a9c5bf06829801b795873.avi,AVI,457042,10969.0,24.0,39273582,1280,720,0.0,FMP4
sim,sim-009,020b241e3c1a3126e23b52152a6ba2d8.avi,AVI,457042,10969.0,24.0,40452684,1280,720,0.0,FMP4
sim,sim-010,6cc377ea46694703a2900ed65d21b302.wmv,Windows Media,422080,12662.0,30.0,32595792,480,640,0.0,MP43
sim,sim-010,dd59053cae3c8508b5d44926d623c1af.wmv,Windows Media,422080,12662.0,30.0,38470904,852,480,0.0,MP43
sim,sim-010,f457060acbca1f7e65caa35d1a783280.wmv,Windows Media,422080,12662.0,30.0,32458192,640,480,0.0,MP43
sim,sim-010,5409490f4b08493bd69e2da60431e764.wmv,Windows Media,422080,12662.0,30.0,32454992,640,480,0.0,MP43
sim,sim-010,56cc799dc195561b22ffbfe17ffacad1.wmv,Windows Media,421966,12659.0,30.0,47856374,640,480,0.0,MP43
sim,sim-011,4d0e1cc836680b9a9c43db7e818c5476.avi,AVI,472042,11329.0,24.0,21053464,640,480,0.0,FMP4
sim,sim-011,efae14cc6b43a0d53010ffcd53b3c0cb.avi,AVI,472042,11329.0,24.0,21057518,640,480,0.0,FMP4
sim,sim-011,07bf85d12021729c2d40a1f3a6af2aea.avi,AVI,472042,11329.0,24.0,23375900,852,480,0.0,FMP4
sim,sim-011,5c4d10727ef97ead5df676ea3ec3a51f.avi,AVI,472000,11328.0,24.0,25874374,640,480,0.0,FMP4
sim,sim-011,318db3590c89f2ca747dbea97b5e4e1b.avi,AVI,472042,11329.0,24.0,20969462,640,480,0.0,FMP4
sim,sim-011,362cdb81fb4334bf642decb3c6885c72.avi,AVI,590000,16992.0,28.8,23686702,640,480,0.0,FMP4
sim,sim-012,f692c785ccfa9141ce84e49aa3b1ceb7.mp4,MPEG-4,333840,4948.0,14.821,96486358,1280,720,0.0,AVC
sim,sim-012,40ea03eb9ae30f7b36731e28cfff595a.mp4,MPEG-4,267008,7921.0,29.666999999999998,81528618,1280,720,0.0,AVC
sim,sim-013,31c1d47d6db7d98dcb844a4452c3b3ea.avi,AVI,115167,2764.0,24.0,5024970,720,480,0.0,FMP4
sim,sim-013,2093774e26a22e1492d8db760e3f763f.avi,AVI,115167,2764.0,24.0,5019296,648,432,0.0,FMP4
sim,sim-013,654c1ba08dfbd5d58ac329a00eacfcfa.avi,AVI,115167,2764.0,24.0,5076812,480,720,0.0,FMP4
sim,sim-013,71fc7640a9c91053dff30341704631c3.avi,AVI,143917,3454.0,24.0,5643382,720,480,0.0,FMP4
sim,sim-013,5814c8b1918bc730c9abe15d55b4d125.avi,AVI,115167,2764.0,24.0,5556454,852,480,0.0,FMP4
sim,sim-013,641402d9e042c4267041ebcc12743739.avi,AVI,115125,2763.0,24.0,6649862,720,480,0.0,FMP4
sim,sim-014,82278b0620a5b8bc1e8873c6eb03c348.mp4,MPEG-4,250034,7501.0,30.0,139553168,1080,1920,0.0,AVC
sim,sim-014,7d85f9ea43fd1bf6e8e7aef350496f1a.mp4,MPEG-4,250034,7501.0,30.0,81150816,1920,1080,0.0,AVC
sim,sim-014,69831908a455de2aa607d912c25db4b2.mp4,MPEG-4,312519,8438.0,27.0,116262023,1080,1920,0.0,AVC
sim,sim-014,9c758bf2fd5517f467c92359df38b076.mp4,MPEG-4,250034,7501.0,30.0,59866063,1080,1920,0.0,AVC
sim,sim-015,f69745cf60051ea2c0d389a623723458.mp4,MPEG-4,247815,6691.0,27.0,28537611,704,576,0.0,AVC
sim,sim-015,be86362f3de5dc7401cba87d05513799.mp4,MPEG-4,198322,5948.0,30.0,27330172,704,576,0.0,AVC
sim,sim-016,537fed2877b99305e340602b2fbffcea.mp4,MPEG-4,268012,8018.0,29.916999999999998,251586392,3412,1920,0.0,AVC
sim,sim-016,cd9fed8630887ef8fea5986673fb2661.mp4,MPEG-4,268012,8018.0,29.916999999999998,150170668,1920,1080,0.0,AVC
sim,sim-017,15b2f64b14dcb321c75be58fb77cc77d.mkv,Matroska,282084,6770.0,24.0,33403382,800,480,0.0,V_MPEG4/ISO/AVC
sim,sim-017,c8a06f5abc65f510b4bf99fbe0136e77.mkv,Matroska,282084,6770.0,24.0,9184976,800,480,0.0,V_MPEG4/ISO/AVC
sim,sim-017,8a75c0585659e81bd47fc85c2f4cea80.mkv,Matroska,282084,6770.0,24.0,25397934,800,480,0.0,V_MPEG4/ISO/AVC
sim,sim-017,57bf8074160495fbac87540c7f56eafc.mkv,Matroska,282084,6770.0,24.0,23618332,800,480,0.0,V_MPEG4/ISO/AVC
sim,sim-017,5c0a8b1fae94ddf550d104587d763e21.mkv,Matroska,282084,6770.0,24.0,25280153,800,480,0.0,V_MPEG4/ISO/AVC
sim,sim-017,87f19eece8fa2cb138f58e130be03e37.mkv,Matroska,282084,6770.0,24.0,19704792,720,288,0.0,V_MPEG4/ISO/AVC
sim,sim-018,79dba3dc9cf5c32d2b6ccac6188bf318.MOV,MPEG-4,494034,14821.0,30.0,242789765,1920,1080,0.0,AVC
sim,sim-019,a49608d0b9f43f9776f557b2ac07c805.mp4,MPEG-4,373067,11192.0,30.0,170018278,1920,1080,0.0,AVC
sim,sim-019,a7c5a75ff8947ec7b22e8c3b7383bdcb.mp4,MPEG-4,373067,11192.0,30.0,171292393,1920,1080,0.0,AVC
sim,sim-019,eb53db3421c06ed168f227021d02706b.mp4,MPEG-4,373067,11192.0,30.0,170018278,1920,1080,0.0,AVC
sim,sim-020,049b2dde9c83aad78f22dcf157f7dc3d.mp4,MPEG-4,273797,5242.0,19.146,134239956,1088,1920,0.0,AVC
sim,sim-020,edd75c9ecb742e46085a817e63d0d23e.mp4,MPEG-4,219034,6571.0,30.0,104499530,1088,1920,0.0,AVC
sim,sim-020,2001d4aa9c3f67700309296a1b59a21e.mp4,MPEG-4,219034,6571.0,30.0,177757998,3412,1920,0.0,AVC
sim,sim-020,415a929e5e310f61df38b33a3d20b59b.mp4,MPEG-4,219034,6571.0,30.0,60331643,1088,1920,0.0,AVC
sim,sim-021,94dc822e898fd4377f6a9ebcf60fef3d.mp4,MPEG-4,267042,6409.0,24.0,19834545,800,480,0.0,AVC
sim,sim-021,9fbc7a1c23e1520df6bf0de1c1b36a8d.mp4,MPEG-4,267042,6409.0,24.0,15503165,800,480,0.0,AVC
sim,sim-021,93d24e234d728ca08f7fbc5433bd2108.mp4,MPEG-4,267042,6409.0,24.0,13038431,400,624,0.0,AVC
sim,sim-021,334c1270ef24e97d29e1dba5787b2ab4.mp4,MPEG-4,267042,6409.0,24.0,16671931,720,432,0.0,AVC
sim,sim-021,57d9d76437dd1ca38410d280a565dc09.mp4,MPEG-4,267042,6409.0,24.0,19200938,852,480,0.0,AVC
sim,sim-022,7b3335ace3281aa5f99699e95a5b8b1f.mp4,MPEG-4,354011,10619.0,30.0,38279253,640,960,0.0,AVC
sim,sim-022,7f473cb7250084c9d7c1ff8a5269281b.mp4,MPEG-4,354011,10619.0,30.0,32097096,960,640,0.0,AVC
sim,sim-022,7415b1acbefd8e5a6cae609da1b6c2b3.mp4,MPEG-4,354011,10619.0,30.0,39490530,1136,640,0.0,AVC
sim,sim-023,e93b337775ac8886d6fa308e00b18787.wmv,Windows Media,268051,8042.0,30.0,12319668,640,480,0.0,MP43
sim,sim-023,127b4ba09712c00fa1d4e31d21105b5a.wmv,Windows Media,268051,8042.0,30.0,12185268,448,672,0.0,MP43
sim,sim-024,cf55d1046af412df03138da598a03f64.avi,AVI,403036,12079.0,29.97,13683954,720,480,0.0,FMP4
sim,sim-024,2621764911c7add0753ccf93886fb60d.avi,AVI,403069,12080.0,29.97,19541804,720,480,0.0,FMP4
sim,sim-024,3e803fd22c33a6b7219171a832dd6f08.avi,AVI,403069,12080.0,29.97,17431704,504,336,0.0,FMP4
sim,sim-024,946bd235cd174c29429209bfe2246b11.avi,AVI,403069,12080.0,29.97,21921866,852,480,0.0,FMP4
sim,sim-025,f1401b63822298f45c799a16f44a5e64.mp4,MPEG-4,402432,12059.0,29.97,83440804,1280,720,0.0,AVC
sim,sim-025,aa4211b2bd676a2f88036543d9b89f03.mp4,MPEG-4,502937,15073.0,29.97,99273499,1280,720,0.0,AVC
sim,sim-026,66bc8ad5feeb822460c296a4ce0c9f50.mp4,MPEG-4,345003,10350.0,30.0,37460588,896,360,0.0,AVC
sim,sim-026,84627aa084ec1fdbcf89abb241671673.mp4,MPEG-4,345003,10350.0,30.0,92754771,1280,720,0.0,AVC
sim,sim-026,48cdaaa5a39119eabf7014f5c213917a.mp4,MPEG-4,345003,10350.0,30.0,92754771,1280,720,0.0,AVC
sim,sim-026,2d24d15865f6450b37b13630bb34d041.mp4,MPEG-4,431250,10350.0,24.0,102329388,1280,720,0.0,AVC
sim,sim-027,d6b6426dd24d2a9174bee4b9ac4a8fb9.wmv,Windows Media,381046,11431.0,30.0,22144346,640,480,0.0,MP43
sim,sim-027,4d0df9bfac7d6adc50a182bdf2e105b6.wmv,Windows Media,381000,11430.0,30.0,29379328,640,480,0.0,MP43
sim,sim-027,1ea0059c53da01c1b642facfa66377f0.wmv,Windows Media,381046,11431.0,30.0,21801946,640,480,0.0,MP43
sim,sim-027,eb8e35a3d63e087c8f84c571571f364f.wmv,Windows Media,381046,11431.0,30.0,22243546,480,640,0.0,MP43
sim,sim-027,29304040750991aaf142f0617d326476.wmv,Windows Media,381046,11431.0,30.0,19629146,640,480,0.0,MP43
sim,sim-027,c686da1a59a1dbe3006e9d160f544f0e.wmv,Windows Media,381046,11431.0,30.0,17213146,512,384,0.0,MP43
sim,sim-028,c5bc51bda8dd95cfae11d9455ec1887a.MPG,MPEG-PS,411120,10278.0,25.0,24924160,640,480,0.0,MPEG-1V
sim,sim-028,6d6b798da0655b4ff7e9ab682b0b8a3b.MPG,MPEG-PS,411120,10278.0,25.0,31629312,640,480,0.0,MPEG-1V
sim,sim-028,d74dc05286835412cd144332b1ee0a32.MPG,MPEG-PS,411120,10278.0,25.0,10717184,640,480,0.0,MPEG-1V
sim,sim-029,0b0cbe131e0a617def196a7dc1cd213c.wmv,Windows Media,105479,3164.0,30.0,8533090,640,480,0.0,MP43
sim,sim-029,a2a5e1c1f8ad24c6b864068e71cb7632.wmv,Windows Media,105479,3164.0,30.0,5041802,852,480,0.0,MP43
sim,sim-029,cd2c1665a4bff0489aba6c5029111d0e.wmv,Windows Media,105479,3164.0,30.0,4875490,576,288,0.0,MP43
sim,sim-029,1fb07e289e7157a0fa598074e3a183d0.wmv,Windows Media,105433,3163.0,30.0,6222472,640,480,0.0,MP43
sim,sim-030,835b35cccb363af2a3c73f3bebbd6c07.mp4,MPEG-4,238724,4256.0,29.636,20034533,640,576,0.0,AVC
sim,sim-030,90b9a3207a2e6bb9e9968f298dc84d4b.mp4,MPEG-4,143611,4256.0,29.636,84418695,1280,720,0.0,AVC
sim,sim-031,5961c5a80c8ddd9fe320cbb258277067.asf,Windows Media,205120,2461.0,12.0,9522542,448,288,0.0,MP43
sim,sim-031,b8e439afb842a7fcaa5f632bbcbe3811.asf,Windows Media,205120,2461.0,12.0,9573742,640,480,0.0,MP43
sim,sim-031,1cf7b70959a5303a4582ce0df9e093f8.asf,Windows Media,205120,2461.0,12.0,9452142,896,672,0.0,MP43
sim,sim-032,f6b0fb145ad745fa5d7214d93a1ade20.MOV,MPEG-4,454267,54512.0,120.0,27379827,480,640,0.0,AVC
sim,sim-032,ed2ebaa725468d632f0c69271490fa07.MOV,MPEG-4,567823,17767.0,31.29,55204863,480,640,0.0,AVC
sim,sim-032,1225563518cc1e549401cd8ec90a9e90.MOV,MPEG-4,454267,54512.0,120.0,52114862,640,480,0.0,AVC
sim,sim-032,c052e469cef9d45b86a756a704271ba1.MOV,MPEG-4,454267,54512.0,120.0,55844087,480,640,0.0,AVC
sim,sim-033,fb3299780d03cb05b575b6b0066be17c.mkv,Matroska,252003,7555.0,30.0,14248531,696,216,0.0,V_MPEG4/ISO/AVC
sim,sim-033,984c8618d9ded8d46cba293bdc54a4ca.mkv,Matroska,252003,7555.0,30.0,18962589,632,360,0.0,V_MPEG4/ISO/AVC
sim,sim-033,cc9b29f27b34b053de1f0fe888a88c72.mkv,Matroska,252003,7555.0,30.0,10231681,442,216,0.0,V_MPEG4/ISO/AVC
sim,sim-033,46bfbc5fb6247b70997eeb705f0d6eb3.mkv,Matroska,252003,7555.0,30.0,19087974,632,360,0.0,V_MPEG4/ISO/AVC
sim,sim-034,0475e8ee73598e452053077870a0ddc1.mp4,MPEG-4,445033,13350.0,30.0,20795859,320,384,0.0,AVC
sim,sim-034,3b7eba906335c2295d91ce4d41742370.mp4,MPEG-4,445033,13350.0,30.0,38726681,640,480,0.0,AVC
sim,sim-034,ae4f66fea9fc4f347427a7598b33a4b3.mp4,MPEG-4,445033,13350.0,30.0,38828810,640,480,0.0,AVC
sim,sim-035,aa51e6fe778f501a2c964e14eb9f4793.MOV,MPEG-4,295822,8865.0,29.97,118029013,1920,1080,0.0,AVC
sim,sim-035,5378a9201a6484e0fb40e163cabceadc.MOV,MPEG-4,295796,8865.0,29.97,130728174,1920,1080,0.0,AVC
sim,sim-035,a83b9f211b827994a5d28d0456dcac52.MOV,MPEG-4,295822,8865.0,29.97,212050136,1080,1920,0.0,AVC
sim,sim-036,7b1a7dbc766d2204b8c8d4ae91942daf.mp4,MPEG-4,177500,5325.0,30.0,16901280,1920,1080,0.0,AVC
sim,sim-036,9bdfd949a991ff11d956fc3c00a6c699.mp4,MPEG-4,177500,5325.0,30.0,16330899,1080,1920,0.0,AVC
sim,sim-036,7cba057d21b79c6eb7f83c70ec53b2f8.mp4,MPEG-4,177500,5325.0,30.0,16454113,1920,1080,0.0,AVC
sim,sim-036,dfe49cf80a1124facd79b4b66f977b12.mp4,MPEG-4,177500,5325.0,30.0,16410707,1920,1080,0.0,AVC
