group,비디오 A,비디오 B,A start,A end,B start,B end
sim-004,9cc609244996a52bfdb9bd00d9fb80c9.wmv,790d4ff32dd1d4c716f0545a2e989f14.wmv,0:00:00,0:07:11,0:00:00,0:07:11
sim-004,92f2e6d4a2797dc2c977b90d4f748a17.wmv,92f2e6d4a2797dc2c977b90d4f748a17.wmv,0:00:00,0:07:11,0:00:00,0:07:11
sim-004,92f2e6d4a2797dc2c977b90d4f748a17.wmv,790d4ff32dd1d4c716f0545a2e989f14.wmv,0:00:00,0:07:11,0:00:00,0:07:11
sim-004,790d4ff32dd1d4c716f0545a2e989f14.wmv,790d4ff32dd1d4c716f0545a2e989f14.wmv,0:00:00,0:07:11,0:00:00,0:07:11
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,989843e67fc2e503bdd5a839024fcc94.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,12d134c2f2b1757b88525a0a7f6a21e3.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,0af590c59950565342c19a6f6699ba96.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,ec94478049bbd6881c8543621fa193d5.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,906b272d9c1d87d320235f81283b51ab.avi,0:00:00,0:06:15,0:00:00,0:07:48
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,989843e67fc2e503bdd5a839024fcc94.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,12d134c2f2b1757b88525a0a7f6a21e3.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,0af590c59950565342c19a6f6699ba96.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,ec94478049bbd6881c8543621fa193d5.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,906b272d9c1d87d320235f81283b51ab.avi,0:00:00,0:06:15,0:00:00,0:07:48
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,12d134c2f2b1757b88525a0a7f6a21e3.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,0af590c59950565342c19a6f6699ba96.avi,0af590c59950565342c19a6f6699ba96.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,0af590c59950565342c19a6f6699ba96.avi,ec94478049bbd6881c8543621fa193d5.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,0af590c59950565342c19a6f6699ba96.avi,906b272d9c1d87d320235f81283b51ab.avi,0:00:00,0:06:15,0:00:00,0:07:48
sim-005,0af590c59950565342c19a6f6699ba96.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,0af590c59950565342c19a6f6699ba96.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,0af590c59950565342c19a6f6699ba96.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,ec94478049bbd6881c8543621fa193d5.avi,ec94478049bbd6881c8543621fa193d5.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,ec94478049bbd6881c8543621fa193d5.avi,906b272d9c1d87d320235f81283b51ab.avi,0:00:00,0:06:15,0:00:00,0:07:48
sim-005,ec94478049bbd6881c8543621fa193d5.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,ec94478049bbd6881c8543621fa193d5.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,ec94478049bbd6881c8543621fa193d5.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,906b272d9c1d87d320235f81283b51ab.avi,906b272d9c1d87d320235f81283b51ab.avi,0:00:00,0:07:48,0:00:00,0:07:48
sim-005,906b272d9c1d87d320235f81283b51ab.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:07:48,0:00:00,0:06:15
sim-005,906b272d9c1d87d320235f81283b51ab.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:07:48,0:00:00,0:06:15
sim-005,906b272d9c1d87d320235f81283b51ab.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:07:48,0:00:00,0:06:15
sim-005,e44c2da40d4cb49e696b920691a18647.avi,e44c2da40d4cb49e696b920691a18647.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,e44c2da40d4cb49e696b920691a18647.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,e44c2da40d4cb49e696b920691a18647.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,9de7ded456bc9b74975564e04b2818e2.avi,9de7ded456bc9b74975564e04b2818e2.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,9de7ded456bc9b74975564e04b2818e2.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-005,a7a479e61c62632c60a4cf9ff8379e88.avi,a7a479e61c62632c60a4cf9ff8379e88.avi,0:00:00,0:06:15,0:00:00,0:06:15
sim-006,ab8849b750e9c73dd77e54feb339ecbb.MOV,ab8849b750e9c73dd77e54feb339ecbb.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-006,ab8849b750e9c73dd77e54feb339ecbb.MOV,ac946191417be23a959ba090de3c2d9b.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-006,ab8849b750e9c73dd77e54feb339ecbb.MOV,9fdd9570cc6e01441c7601984cafa324.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-006,ac946191417be23a959ba090de3c2d9b.MOV,ac946191417be23a959ba090de3c2d9b.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-006,ac946191417be23a959ba090de3c2d9b.MOV,9fdd9570cc6e01441c7601984cafa324.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-006,9fdd9570cc6e01441c7601984cafa324.MOV,9fdd9570cc6e01441c7601984cafa324.MOV,0:00:00,0:03:09,0:00:00,0:03:09
sim-007,451aa0e2028b66a40663e507f660d25b.avi,451aa0e2028b66a40663e507f660d25b.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,451aa0e2028b66a40663e507f660d25b.avi,4c12069ece53b654cac293499750ffb7.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,451aa0e2028b66a40663e507f660d25b.avi,5cafb94863f99fd550684c263eee1301.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,451aa0e2028b66a40663e507f660d25b.avi,47359318f77f7499358caf078f558ae4.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,4c12069ece53b654cac293499750ffb7.avi,4c12069ece53b654cac293499750ffb7.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,4c12069ece53b654cac293499750ffb7.avi,5cafb94863f99fd550684c263eee1301.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,4c12069ece53b654cac293499750ffb7.avi,47359318f77f7499358caf078f558ae4.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,5cafb94863f99fd550684c263eee1301.avi,5cafb94863f99fd550684c263eee1301.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,5cafb94863f99fd550684c263eee1301.avi,47359318f77f7499358caf078f558ae4.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-007,47359318f77f7499358caf078f558ae4.avi,47359318f77f7499358caf078f558ae4.avi,0:00:00,0:04:19,0:00:00,0:04:19
sim-008,f714c88672d2b5d4ee61a4689e114b82.mp4,f714c88672d2b5d4ee61a4689e114b82.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-008,f714c88672d2b5d4ee61a4689e114b82.mp4,32098e8e6d1050766265c21f53bd0c6c.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-008,f714c88672d2b5d4ee61a4689e114b82.mp4,d144eafe0e48e7e9c7b90daef74a6a2c.mp4,0:00:00,0:06:31,0:00:00,0:08:08
sim-008,f714c88672d2b5d4ee61a4689e114b82.mp4,f729970693696ef151de8f510b2f09f2.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-008,32098e8e6d1050766265c21f53bd0c6c.mp4,32098e8e6d1050766265c21f53bd0c6c.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-008,32098e8e6d1050766265c21f53bd0c6c.mp4,d144eafe0e48e7e9c7b90daef74a6a2c.mp4,0:00:00,0:06:31,0:00:00,0:08:08
sim-008,32098e8e6d1050766265c21f53bd0c6c.mp4,f729970693696ef151de8f510b2f09f2.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-008,d144eafe0e48e7e9c7b90daef74a6a2c.mp4,d144eafe0e48e7e9c7b90daef74a6a2c.mp4,0:00:00,0:08:08,0:00:00,0:08:08
sim-008,d144eafe0e48e7e9c7b90daef74a6a2c.mp4,f729970693696ef151de8f510b2f09f2.mp4,0:00:00,0:08:08,0:00:00,0:06:31
sim-008,f729970693696ef151de8f510b2f09f2.mp4,f729970693696ef151de8f510b2f09f2.mp4,0:00:00,0:06:31,0:00:00,0:06:31
sim-009,5ff1d2f07d81ed9994af145164d39d49.avi,5ff1d2f07d81ed9994af145164d39d49.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,5ff1d2f07d81ed9994af145164d39d49.avi,cc048abb5d2924a9efa365d8b8789f30.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,5ff1d2f07d81ed9994af145164d39d49.avi,210d390201a3c01e72514237bd379f9e.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,5ff1d2f07d81ed9994af145164d39d49.avi,cf0e017c134ad2961b3ca08c86a84964.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,cc048abb5d2924a9efa365d8b8789f30.avi,cc048abb5d2924a9efa365d8b8789f30.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,cc048abb5d2924a9efa365d8b8789f30.avi,210d390201a3c01e72514237bd379f9e.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,cc048abb5d2924a9efa365d8b8789f30.avi,cf0e017c134ad2961b3ca08c86a84964.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,210d390201a3c01e72514237bd379f9e.avi,210d390201a3c01e72514237bd379f9e.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,210d390201a3c01e72514237bd379f9e.avi,cf0e017c134ad2961b3ca08c86a84964.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-009,cf0e017c134ad2961b3ca08c86a84964.avi,cf0e017c134ad2961b3ca08c86a84964.avi,0:00:00,0:07:37,0:00:00,0:07:37
sim-010,801ae4fa78e000bca02a42e048f4837c.wmv,801ae4fa78e000bca02a42e048f4837c.wmv,0:00:00,0:07:02,0:00:00,0:07:02
sim-010,801ae4fa78e000bca02a42e048f4837c.wmv,a68f1dbac370472fc1953e28685cc939.wmv,0:00:00,0:07:02,0:00:00,0:07:02
sim-010,801ae4fa78e000bca02a42e048f4837c.wmv,f2deb291a689da8f6fd51b2aeba41ffa.wmv,0:00:00,0:07:02,0:00:00,0:08:47
sim-010,a68f1dbac370472fc1953e28685cc939.wmv,a68f1dbac370472fc1953e28685cc939.wmv,0:00:00,0:07:02,0:00:00,0:07:02
sim-010,a68f1dbac370472fc1953e28685cc939.wmv,f2deb291a689da8f6fd51b2aeba41ffa.wmv,0:00:00,0:07:02,0:00:00,0:08:47
sim-010,f2deb291a689da8f6fd51b2aeba41ffa.wmv,f2deb291a689da8f6fd51b2aeba41ffa.wmv,0:00:00,0:08:47,0:00:00,0:08:47
sim-011,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,37e24613046f3383abb6b10928e5e257.avi,0:00:00,0:07:52,0:00:00,0:09:50
sim-011,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,856e3e615f1f9c3dd68f9d935a35e1df.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,14ba2cc1b28c6caaddb069947637a6c5.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,fdd458dc59a8612ce8c6f0f81f7d1cee.avi,4712f422c660c89a8a1d1c3fa11ee854.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,37e24613046f3383abb6b10928e5e257.avi,37e24613046f3383abb6b10928e5e257.avi,0:00:00,0:09:50,0:00:00,0:09:50
sim-011,37e24613046f3383abb6b10928e5e257.avi,856e3e615f1f9c3dd68f9d935a35e1df.avi,0:00:00,0:09:50,0:00:00,0:07:52
sim-011,37e24613046f3383abb6b10928e5e257.avi,14ba2cc1b28c6caaddb069947637a6c5.avi,0:00:00,0:09:50,0:00:00,0:07:52
sim-011,37e24613046f3383abb6b10928e5e257.avi,4712f422c660c89a8a1d1c3fa11ee854.avi,0:00:00,0:09:50,0:00:00,0:07:52
sim-011,856e3e615f1f9c3dd68f9d935a35e1df.avi,856e3e615f1f9c3dd68f9d935a35e1df.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,856e3e615f1f9c3dd68f9d935a35e1df.avi,14ba2cc1b28c6caaddb069947637a6c5.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,856e3e615f1f9c3dd68f9d935a35e1df.avi,4712f422c660c89a8a1d1c3fa11ee854.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,14ba2cc1b28c6caaddb069947637a6c5.avi,14ba2cc1b28c6caaddb069947637a6c5.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,14ba2cc1b28c6caaddb069947637a6c5.avi,4712f422c660c89a8a1d1c3fa11ee854.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-011,4712f422c660c89a8a1d1c3fa11ee854.avi,4712f422c660c89a8a1d1c3fa11ee854.avi,0:00:00,0:07:52,0:00:00,0:07:52
sim-012,7424c89329771c2445c20d12e4b67702.mp4,7424c89329771c2445c20d12e4b67702.mp4,0:00:00,0:04:26,0:00:00,0:04:26
sim-012,7424c89329771c2445c20d12e4b67702.mp4,9b028133ce96d770105961011ff3b36e.mp4,0:00:00,0:04:26,0:00:00,0:04:27
sim-012,7424c89329771c2445c20d12e4b67702.mp4,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,0:00:00,0:04:26,0:00:00,0:05:33
sim-012,7424c89329771c2445c20d12e4b67702.mp4,6892e2715f1b867cde49b0d09585d5d4.mp4,0:00:00,0:04:26,0:00:00,0:05:33
sim-012,7424c89329771c2445c20d12e4b67702.mp4,632b4c5670d7eb30e390c85e40bf53b7.mp4,0:00:00,0:04:26,0:00:00,0:05:33
sim-012,7424c89329771c2445c20d12e4b67702.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:04:26,0:00:00,0:04:27
sim-012,7424c89329771c2445c20d12e4b67702.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:04:26,0:00:00,0:05:33
sim-012,7424c89329771c2445c20d12e4b67702.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:04:26,0:00:00,0:04:27
sim-012,7424c89329771c2445c20d12e4b67702.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:04:26,0:00:00,0:05:33
sim-012,9b028133ce96d770105961011ff3b36e.mp4,9b028133ce96d770105961011ff3b36e.mp4,0:00:00,0:04:27,0:00:00,0:04:27
sim-012,9b028133ce96d770105961011ff3b36e.mp4,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,9b028133ce96d770105961011ff3b36e.mp4,6892e2715f1b867cde49b0d09585d5d4.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,9b028133ce96d770105961011ff3b36e.mp4,632b4c5670d7eb30e390c85e40bf53b7.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,9b028133ce96d770105961011ff3b36e.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:04:27,0:00:00,0:04:27
sim-012,9b028133ce96d770105961011ff3b36e.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,9b028133ce96d770105961011ff3b36e.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:04:27,0:00:00,0:04:27
sim-012,9b028133ce96d770105961011ff3b36e.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,6892e2715f1b867cde49b0d09585d5d4.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,632b4c5670d7eb30e390c85e40bf53b7.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,cbb4d7aa49cd8e2d40c312f98eaa1876.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,6892e2715f1b867cde49b0d09585d5d4.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,632b4c5670d7eb30e390c85e40bf53b7.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,6892e2715f1b867cde49b0d09585d5d4.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,632b4c5670d7eb30e390c85e40bf53b7.mp4,632b4c5670d7eb30e390c85e40bf53b7.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,632b4c5670d7eb30e390c85e40bf53b7.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,632b4c5670d7eb30e390c85e40bf53b7.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,632b4c5670d7eb30e390c85e40bf53b7.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:05:33,0:00:00,0:04:27
sim-012,632b4c5670d7eb30e390c85e40bf53b7.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,b4138382adba95cdf47ab47bd61d1631.mp4,b4138382adba95cdf47ab47bd61d1631.mp4,0:00:00,0:04:27,0:00:00,0:04:27
sim-012,b4138382adba95cdf47ab47bd61d1631.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,b4138382adba95cdf47ab47bd61d1631.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:04:27,0:00:00,0:04:27
sim-012,b4138382adba95cdf47ab47bd61d1631.mp4,25d7d290b8b5c3fc1d0239bddc7e5a0d.mp4,0:00:00,0:04:27,0:00:00,0:05:33
sim-012,6751fd4c9111a68f0438612c7cb109c2.mp4,6751fd4c9111a68f0438612c7cb109c2.mp4,0:00:00,0:05:33,0:00:00,0:05:33
sim-012,6751fd4c9111a68f0438612c7cb109c2.mp4,d37c06bf29a97c65255f441e2d9f3269.mp4,0:00:00,0:05:33,0:00:00,0:04:27
